"","status","family","pval","qval","genes","num_cells_expressed"
"Txndc15","OK","negbinomial.size",0.00852863644843059,0.0398529688357194,"Txndc15",169
"Ddx46","OK","negbinomial.size",0.00489747192600063,0.0252522141989861,"Ddx46",323
"A530054K11Rik","OK","negbinomial.size",0.000152959052606989,0.00123899779799572,"A530054K11Rik",76
"Trpc7","OK","negbinomial.size",5.19567473788408e-54,1.42451847378683e-51,"Trpc7",78
"Golm1","OK","negbinomial.size",0.000259054582204908,0.00197891967944779,"Golm1",228
"Dapk1","OK","negbinomial.size",1.62349296715402e-11,3.56095535682548e-10,"Dapk1",270
"Cep72","OK","negbinomial.size",0.00031422283244047,0.00233528483367071,"Cep72",59
"Erap1","OK","negbinomial.size",1.2271068334347e-07,1.68037691457963e-06,"Erap1",56
"Rhobtb3","OK","negbinomial.size",1.03306926903331e-06,1.23031818895638e-05,"Rhobtb3",299
"Glrx","OK","negbinomial.size",0.000249395075226621,0.00191432218169107,"Glrx",195
"Arsk","OK","negbinomial.size",0.00853650302065447,0.0398582400376285,"Arsk",80
"Nsun2","OK","negbinomial.size",0.00377105285267227,0.0202730258217829,"Nsun2",155
"Med10","OK","negbinomial.size",1.27956437979172e-09,2.24448761584606e-08,"Med10",372
"Hapln1","OK","negbinomial.size",7.06097264985577e-52,1.71255744346117e-49,"Hapln1",113
"Vcan","OK","negbinomial.size",2.5214341700854e-59,7.57150660788501e-57,"Vcan",191
"Arhgef28","OK","negbinomial.size",3.36168013427569e-06,3.7060760361438e-05,"Arhgef28",63
"Pde8b","OK","negbinomial.size",4.75426553248842e-22,2.54071173287051e-20,"Pde8b",79
"Ercc8","OK","negbinomial.size",0.00840022876159792,0.039428241585885,"Ercc8",68
"Depdc1b","OK","negbinomial.size",2.94064170291596e-13,7.69447575875023e-12,"Depdc1b",35
"Dhfr","OK","negbinomial.size",7.71582446680824e-05,0.000667615851338762,"Dhfr",226
"Emb","OK","negbinomial.size",0.00872696521396468,0.0406142012097869,"Emb",65
"Fgf10","OK","negbinomial.size",1.16452353300992e-36,1.59640986938273e-34,"Fgf10",50
"Ptprg","OK","negbinomial.size",0.00270684257964862,0.0152951158667242,"Ptprg",229
"Map3k1","OK","negbinomial.size",1.7898325895469e-07,2.40654249673406e-06,"Map3k1",382
"Fst","OK","negbinomial.size",1.71394733479843e-27,1.35565741682423e-25,"Fst",166
"Kat6b","OK","negbinomial.size",0.000632278298795188,0.0043504058398281,"Kat6b",282
"Fam213a","OK","negbinomial.size",8.83084202674242e-05,0.000756008327525681,"Fam213a",165
"Nid2","OK","negbinomial.size",3.41659865560844e-11,7.25423270109994e-10,"Nid2",156
"Nudt13","OK","negbinomial.size",0.00667822834507012,0.0328493821716164,"Nudt13",62
"Dnajc9","OK","negbinomial.size",0.00159848735954134,0.00972040625773159,"Dnajc9",228
"Vcl","OK","negbinomial.size",0.00029381183900993,0.0022043753204005,"Vcl",295
"Txndc16","OK","negbinomial.size",1.61557717996761e-06,1.86249171789319e-05,"Txndc16",71
"Bmp4","OK","negbinomial.size",2.80774480386086e-09,4.79178314834819e-08,"Bmp4",109
"Mapk1ip1l","OK","negbinomial.size",1.46768811035869e-05,0.000143826592446339,"Mapk1ip1l",360
"Peli2","OK","negbinomial.size",4.82247159699029e-14,1.34262719163889e-12,"Peli2",74
"Slmap","OK","negbinomial.size",0.00177306513313046,0.0106232291966942,"Slmap",199
"Arhgef3","OK","negbinomial.size",0.000448863707973865,0.00322017581624937,"Arhgef3",25
"Ctsb","OK","negbinomial.size",0.000368485851464541,0.00269411220792509,"Ctsb",385
"Gata4","OK","negbinomial.size",1.71397079034243e-06,1.96693354029106e-05,"Gata4",314
"Cryl1","OK","negbinomial.size",2.24233396777021e-25,1.52866572981178e-23,"Cryl1",170
"Prkcd","OK","negbinomial.size",0.000915192407881031,0.00598052157937594,"Prkcd",192
"Tdh","OK","negbinomial.size",1.06655921144836e-09,1.88659814513138e-08,"Tdh",33
"Tkt","OK","negbinomial.size",0.000100746715607463,0.000850480306051758,"Tkt",244
"Ska3","OK","negbinomial.size",4.2036782296984e-14,1.1781508851768e-12,"Ska3",89
"Hmbox1","OK","negbinomial.size",0.00734285672967855,0.0353736092722329,"Hmbox1",177
"Spata13","OK","negbinomial.size",0.000133373053543437,0.00109440530337659,"Spata13",39
"Wnt5a","OK","negbinomial.size",5.07208670018024e-05,0.000451440772495929,"Wnt5a",163
"Tsc22d1","OK","negbinomial.size",5.02386955221073e-10,9.27687302964593e-09,"Tsc22d1",422
"Dnajc15","OK","negbinomial.size",2.26400670568637e-13,5.96109657037924e-12,"Dnajc15",310
"Akap11","OK","negbinomial.size",0.00471272109673517,0.0244294445014484,"Akap11",217
"Rgcc","OK","negbinomial.size",2.54839827097286e-21,1.30123072848218e-19,"Rgcc",119
"Tdrd3","OK","negbinomial.size",6.6812459070162e-07,8.14143704147714e-06,"Tdrd3",192
"Lect1","OK","negbinomial.size",8.27696152157792e-149,2.08778077420281e-145,"Lect1",37
"Scara5","OK","negbinomial.size",6.21854572129353e-29,5.44640962756625e-27,"Scara5",46
"Pbk","OK","negbinomial.size",3.4162733749683e-10,6.45967613269867e-09,"Pbk",113
"Esco2","OK","negbinomial.size",3.94089018321279e-05,0.000358603946541701,"Esco2",88
"Clu","OK","negbinomial.size",2.93386704352104e-137,5.2859901646982e-134,"Clu",192
"Ephx2","OK","negbinomial.size",3.60372842846612e-52,9.09004458796294e-50,"Ephx2",100
"Dpysl2","OK","negbinomial.size",0.00184148667275257,0.0109758175409997,"Dpysl2",420
"Nefm","OK","negbinomial.size",1.10479769646142e-45,2.07965799220469e-43,"Nefm",47
"Nefl","OK","negbinomial.size",1.83296702202643e-11,3.99954672695456e-10,"Nefl",20
"Ppp3cc","OK","negbinomial.size",1.77273005517226e-06,2.03066952369051e-05,"Ppp3cc",65
"Bmp1","OK","negbinomial.size",0.00192619380766239,0.011373200516029,"Bmp1",222
"Gfra2","OK","negbinomial.size",0.000880699665843998,0.00578811057093513,"Gfra2",16
"Itm2b","OK","negbinomial.size",4.620826296694e-14,1.28933321358196e-12,"Itm2b",389
"Spry2","OK","negbinomial.size",0.00433767285434014,0.0227470810972715,"Spry2",338
"Rnf219","OK","negbinomial.size",0.000776792710813089,0.00519729955903166,"Rnf219",132
"Ednrb","OK","negbinomial.size",1.33193863123488e-12,3.29380588571261e-11,"Ednrb",21
"Dct","OK","negbinomial.size",1.500596998022e-23,9.05527719571935e-22,"Dct",45
"Mbnl2","OK","negbinomial.size",0.00155545328169433,0.0095183778693493,"Mbnl2",288
"Dab2","OK","negbinomial.size",1.88008854581797e-07,2.51983812325784e-06,"Dab2",269
"Ajuba","OK","negbinomial.size",0.00627588508134112,0.0311988421938803,"Ajuba",131
"Slc7a8","OK","negbinomial.size",5.01118304218766e-14,1.392093403702e-12,"Slc7a8",61
"Pdzd2","OK","negbinomial.size",0.00383215713238638,0.0205140771450157,"Pdzd2",140
"Slc22a17","OK","negbinomial.size",0.00128537706011242,0.0080692759990731,"Slc22a17",184
"Psme1","OK","negbinomial.size",0.00038552978072237,0.00280895528276749,"Psme1",355
"Zscan26","OK","negbinomial.size",0.000291608416713201,0.00219175527508158,"Zscan26",404
"Cct5","OK","negbinomial.size",0.00239393666262737,0.0137990535598978,"Cct5",416
"Cmbl","OK","negbinomial.size",0.000160553186478422,0.00129151202215412,"Cmbl",65
"Tars","OK","negbinomial.size",0.00400859372415356,0.0212511072085014,"Tars",238
"Brix1","OK","negbinomial.size",0.00814272720347618,0.0384917824176318,"Brix1",334
"Laptm4b","OK","negbinomial.size",4.19785616524698e-30,4.01086075424962e-28,"Laptm4b",352
"Sdc2","OK","negbinomial.size",8.67215991739039e-07,1.04363817631801e-05,"Sdc2",283
"Ank","OK","negbinomial.size",0.00426685432483413,0.0224223194770034,"Ank",28
"Fam134b","OK","negbinomial.size",0.000928057056232082,0.00605517619927523,"Fam134b",36
"Myo10","OK","negbinomial.size",6.37633721863313e-12,1.46748841243433e-10,"Myo10",295
"Pabpc1","OK","negbinomial.size",0.00663391642400738,0.0326441490205155,"Pabpc1",414
"Rrm2b","OK","negbinomial.size",0.000872838040607494,0.0057454245136439,"Rrm2b",71
"Fzd6","OK","negbinomial.size",4.45355066779987e-06,4.78027072530144e-05,"Fzd6",46
"Slc25a32","OK","negbinomial.size",1.9936844271313e-05,0.000191066474125988,"Slc25a32",52
"Zfpm2","OK","negbinomial.size",0.00532135583090006,0.0271053876168464,"Zfpm2",148
"Oxr1","OK","negbinomial.size",0.00548471148508001,0.0278474964773869,"Oxr1",164
"Angpt1","OK","negbinomial.size",5.66260842357819e-13,1.44568456352567e-11,"Angpt1",56
"Csmd3","OK","negbinomial.size",6.65095693626273e-08,9.39326639195359e-07,"Csmd3",34
"Rad21","OK","negbinomial.size",0.000400416943221383,0.00291237513720189,"Rad21",284
"Cdh10","OK","negbinomial.size",1.04729803052672e-11,2.3671187743733e-10,"Cdh10",55
"Shcbp1","OK","negbinomial.size",1.80700786608823e-21,9.3020339620836e-20,"Shcbp1",107
"Matn2","OK","negbinomial.size",0.00280760100537186,0.0158077963748884,"Matn2",144
"Osr2","OK","negbinomial.size",0.000688649087354105,0.00469472556200539,"Osr2",69
"Sybu","OK","negbinomial.size",9.05331495803688e-35,1.05722600232186e-32,"Sybu",76
"Myc","OK","negbinomial.size",0.00018264187825882,0.00145057343876944,"Myc",128
"Sqle","OK","negbinomial.size",0.0037116654726821,0.0200049251886609,"Sqle",136
"Atad2","OK","negbinomial.size",1.08527980310959e-09,1.91434250025429e-08,"Atad2",230
"Zhx1","OK","negbinomial.size",0.00543600536428723,0.0276335750319994,"Zhx1",169
"Mtbp","OK","negbinomial.size",0.000104149952322275,0.000875692799125689,"Mtbp",121
"Gtse1","OK","negbinomial.size",4.13599416397487e-13,1.07111208205444e-11,"Gtse1",71
"Rangap1","OK","negbinomial.size",1.85751348378201e-06,2.12008688302794e-05,"Rangap1",192
"Rbx1","OK","negbinomial.size",0.00352454067213323,0.0191436291804239,"Rbx1",409
"Deptor","OK","negbinomial.size",1.59578582795128e-05,0.000155413520170823,"Deptor",91
"Smc1b","OK","negbinomial.size",0.00115680630057211,0.00735364972924164,"Smc1b",20
"Fam118a","OK","negbinomial.size",0.00841781375625427,0.0394667163917765,"Fam118a",119
"Parvb","OK","negbinomial.size",0.00489401606042042,0.0252447159730153,"Parvb",149
"Ttll1","OK","negbinomial.size",0.00081334679411367,0.00540459945593341,"Ttll1",91
"Adamts20","OK","negbinomial.size",7.70829007059619e-08,1.07422049028021e-06,"Adamts20",18
"Sept3","OK","negbinomial.size",1.87181386253055e-30,1.83002452978568e-28,"Sept3",61
"Slc38a4","OK","negbinomial.size",3.28104104713997e-08,4.84549059561233e-07,"Slc38a4",238
"Col2a1","OK","negbinomial.size",7.77294369325535e-08,1.08203494325978e-06,"Col2a1",39
"Hoxc5","OK","negbinomial.size",0.0101891102991019,0.0458291936848336,"Hoxc5",110
"Litaf","OK","negbinomial.size",5.95427508972503e-06,6.29994273755135e-05,"Litaf",322
"Hes1","OK","negbinomial.size",0.000930764175430816,0.0060696989558084,"Hes1",367
"Zfp263","OK","negbinomial.size",1.26992936121347e-07,1.73337111511085e-06,"Zfp263",153
"Atp13a3","OK","negbinomial.size",8.7753222903469e-09,1.39213037391013e-07,"Atp13a3",275
"Tmem44","OK","negbinomial.size",1.24452795756784e-05,0.000123590445675949,"Tmem44",69
"Rogdi","OK","negbinomial.size",6.49052030709986e-05,0.00056767296888449,"Rogdi",231
"Oplah","OK","negbinomial.size",9.58803921604533e-11,1.90681046334601e-09,"Oplah",219
"Grina","OK","negbinomial.size",0.000228231044864553,0.00177244454299984,"Grina",191
"Plec","OK","negbinomial.size",2.41025100202997e-14,7.00849427269955e-13,"Plec",335
"Ly6e","OK","negbinomial.size",4.29345476775423e-11,8.96507475677424e-10,"Ly6e",255
"Cblb","OK","negbinomial.size",0.00610975741353618,0.0305052496039265,"Cblb",117
"Bbx","OK","negbinomial.size",0.0043146064390006,0.0226449506486374,"Bbx",330
"Cd200","OK","negbinomial.size",2.55418598180829e-30,2.47795335404355e-28,"Cd200",205
"Ccdc80","OK","negbinomial.size",0.0017768787750215,0.0106410233193595,"Ccdc80",240
"Mcm4","OK","negbinomial.size",3.61152099691569e-07,4.61952361187634e-06,"Mcm4",336
"Snai2","OK","negbinomial.size",0.00763132439213702,0.0364983933385029,"Snai2",203
"Fopnl","OK","negbinomial.size",0.0024022706961137,0.0138407665689292,"Fopnl",320
"Nde1","OK","negbinomial.size",0.00302403719018082,0.0167851788142195,"Nde1",177
"B3gnt5","OK","negbinomial.size",0.00187812476357955,0.0111362997264999,"B3gnt5",164
"Zbtb20","OK","negbinomial.size",1.06003311099714e-10,2.09547611220939e-09,"Zbtb20",249
"Cldn26","OK","negbinomial.size",0.00286050933948892,0.0160412377899663,"Cldn26",26
"Tomm70a","OK","negbinomial.size",0.00888833218426149,0.0411676994153161,"Tomm70a",237
"Slc7a4","OK","negbinomial.size",3.30051574110036e-08,4.86855023704769e-07,"Slc7a4",42
"Top3b","OK","negbinomial.size",0.01097005931447,0.0487506652833318,"Top3b",123
"Mfi2","OK","negbinomial.size",3.15831486856905e-19,1.36413243569839e-17,"Mfi2",12
"Igsf11","OK","negbinomial.size",0.0023558911754388,0.0135983979426243,"Igsf11",72
"Yars2","OK","negbinomial.size",0.00705996248093584,0.0343386991166844,"Yars2",106
"Arhgap31","OK","negbinomial.size",1.36404051129484e-19,6.05749258044034e-18,"Arhgap31",70
"Popdc2","OK","negbinomial.size",0.00931750388928213,0.0427162337519543,"Popdc2",11
"Umps","OK","negbinomial.size",0.000589492252814093,0.00408723270615247,"Umps",261
"Itgb5","OK","negbinomial.size",0.000121053876464763,0.00100113540326137,"Itgb5",153
"Abcc5","OK","negbinomial.size",9.85037710067415e-05,0.000834338186660191,"Abcc5",314
"Clcn2","OK","negbinomial.size",0.00684267821798836,0.0335275282382553,"Clcn2",150
"Cxadr","OK","negbinomial.size",0.00113108985504622,0.00721563239850428,"Cxadr",147
"Rfc4","OK","negbinomial.size",5.5788239813768e-05,0.000493755284583328,"Rfc4",216
"Robo1","OK","negbinomial.size",6.5972199800504e-08,9.32781820497709e-07,"Robo1",215
"Masp1","OK","negbinomial.size",2.71222260873594e-06,3.02445194883976e-05,"Masp1",29
"Adamts1","OK","negbinomial.size",7.87228690661485e-05,0.000679105899221795,"Adamts1",215
"Slc15a2","OK","negbinomial.size",1.94184536883386e-12,4.68270626992975e-11,"Slc15a2",14
"Parp9","OK","negbinomial.size",1.94802192523084e-09,3.37478743420487e-08,"Parp9",26
"Grik1","OK","negbinomial.size",0.00671688543964521,0.0330266507465128,"Grik1",11
"Chaf1b","OK","negbinomial.size",1.41565828648481e-07,1.93019268206989e-06,"Chaf1b",143
"Runx1","OK","negbinomial.size",2.72387241619076e-29,2.48938252992738e-27,"Runx1",209
"Tmem50b","OK","negbinomial.size",3.01911316826241e-14,8.67358890162311e-13,"Tmem50b",183
"Ifngr2","OK","negbinomial.size",1.31707154183542e-11,2.93554831213423e-10,"Ifngr2",313
"Ifnar1","OK","negbinomial.size",1.21010876469007e-13,3.24721100856834e-12,"Ifnar1",277
"Il10rb","OK","negbinomial.size",1.39338425447073e-25,9.76297900965824e-24,"Il10rb",140
"Ifnar2","OK","negbinomial.size",0.000408252040731039,0.00295912341247118,"Ifnar2",157
"Sod1","OK","negbinomial.size",0.00691890030337903,0.0338483982258403,"Sod1",420
"Zfp641","OK","negbinomial.size",0.000322862316411432,0.00239525854975352,"Zfp641",17
"Enah","OK","negbinomial.size",0.00891479399101198,0.0412599566292268,"Enah",321
"Tuba1b","OK","negbinomial.size",1.26703621729631e-08,1.96796314932772e-07,"Tuba1b",416
"Tmbim6","OK","negbinomial.size",0.00370354767371775,0.0199754633184905,"Tmbim6",401
"Faim2","OK","negbinomial.size",5.74507009893267e-08,8.21505942037856e-07,"Faim2",31
"Racgap1","OK","negbinomial.size",5.52379506833899e-14,1.52776542548007e-12,"Racgap1",129
"Cers5","OK","negbinomial.size",0.00918772464152637,0.0422749300178514,"Cers5",208
"Slc11a2","OK","negbinomial.size",0.00198174183364298,0.0116738570788908,"Slc11a2",146
"Nr4a1","OK","negbinomial.size",4.07891146272578e-11,8.55960588484152e-10,"Nr4a1",180
"Amhr2","OK","negbinomial.size",1.24155613860467e-42,2.11601432703812e-40,"Amhr2",289
"Prr13","OK","negbinomial.size",3.12851251806121e-10,5.96024167338188e-09,"Prr13",270
"Calcoco1","OK","negbinomial.size",0.000332151641766045,0.00245694809733335,"Calcoco1",203
"Cdkn1a","OK","negbinomial.size",4.19330022554723e-18,1.6526844513938e-16,"Cdkn1a",91
"Rgn","OK","negbinomial.size",2.58921446858503e-08,3.87828656505871e-07,"Rgn",15
"Fhl1","OK","negbinomial.size",8.01508301906029e-11,1.61222052689615e-09,"Fhl1",118
"Msrb2","OK","negbinomial.size",2.27617461138262e-05,0.000216330928400585,"Msrb2",121
"Wrb","OK","negbinomial.size",0.0060317520934577,0.0302120128396038,"Wrb",215
"Ivns1abp","OK","negbinomial.size",4.12771950390693e-10,7.73533408369603e-09,"Ivns1abp",406
"Vwa5a","OK","negbinomial.size",0.00156939520163993,0.00958647212345749,"Vwa5a",111
"Scg5","OK","negbinomial.size",3.61424809801572e-06,3.96028644762591e-05,"Scg5",56
"Wfdc1","OK","negbinomial.size",1.88858059809145e-35,2.3351743630519e-33,"Wfdc1",78
"Tmem176a","OK","negbinomial.size",2.05206985216771e-09,3.54045211703683e-08,"Tmem176a",229
"Slc17a9","OK","negbinomial.size",6.66302959993551e-18,2.59364596649342e-16,"Slc17a9",38
"Tpi1","OK","negbinomial.size",0.00216747725310477,0.0126615206651956,"Tpi1",374
"Tulp2","OK","negbinomial.size",3.06491124682541e-24,1.96216551497269e-22,"Tulp2",133
"Cdca3","OK","negbinomial.size",1.63255099781341e-13,4.36223160686922e-12,"Cdca3",110
"Ccndbp1","OK","negbinomial.size",0.00084220067811072,0.00557206721453075,"Ccndbp1",180
"Tiam2","OK","negbinomial.size",0.00389395683811857,0.0207392667408579,"Tiam2",95
"Park2","OK","negbinomial.size",0.0022717117540838,0.0131909892460888,"Park2",38
"Slc22a3","OK","negbinomial.size",2.41257250622618e-12,5.77369344374281e-11,"Slc22a3",15
"Igf2r","OK","negbinomial.size",0.00507924852963446,0.0260298587792563,"Igf2r",410
"Acat2","OK","negbinomial.size",0.000276163253007582,0.00209439022665762,"Acat2",288
"Pde10a","OK","negbinomial.size",8.77299055579968e-06,8.9446206054766e-05,"Pde10a",46
"Thbs2","OK","negbinomial.size",4.56060356220161e-50,1.00909354607871e-47,"Thbs2",87
"Smoc2","OK","negbinomial.size",5.19946012713701e-15,1.6111938850971e-13,"Smoc2",59
"Cenpq","OK","negbinomial.size",0.00931210841614121,0.0427070223070447,"Cenpq",168
"Cdc5l","OK","negbinomial.size",0.00920840553020501,0.0423237647765837,"Cdc5l",321
"Spats1","OK","negbinomial.size",0.00676928843519291,0.0332234797213549,"Spats1",34
"Sgol1","OK","negbinomial.size",6.35467800191862e-17,2.30965991239763e-15,"Sgol1",86
"Enpp4","OK","negbinomial.size",0.00791335585670963,0.0375906757306297,"Enpp4",61
"Crip3","OK","negbinomial.size",1.75755618669325e-06,2.01511805696139e-05,"Crip3",50
"Abcg1","OK","negbinomial.size",1.83771172628216e-10,3.55478838832371e-09,"Abcg1",89
"Slc37a1","OK","negbinomial.size",4.18718669053743e-10,7.83513331469705e-09,"Slc37a1",17
"Arhgap28","OK","negbinomial.size",7.88437023036539e-06,8.09187936704887e-05,"Arhgap28",169
"Emilin2","OK","negbinomial.size",8.7821149082184e-10,1.57106430102767e-08,"Emilin2",22
"Cyp4f13","OK","negbinomial.size",8.83568248313395e-05,0.000756008327525681,"Cyp4f13",85
"Ndc80","OK","negbinomial.size",2.0792447439275e-15,6.6377273099147e-14,"Ndc80",87
"Galnt14","OK","negbinomial.size",3.66616248316111e-10,6.91145608933153e-09,"Galnt14",25
"Ehd3","OK","negbinomial.size",0.00396296526897799,0.0210445970409896,"Ehd3",41
"Spast","OK","negbinomial.size",0.0102206590791432,0.045938329403476,"Spast",186
"Strn","OK","negbinomial.size",2.97489337731287e-07,3.86001597476028e-06,"Strn",271
"Eif2ak2","OK","negbinomial.size",0.00132124353240028,0.00824518724919956,"Eif2ak2",171
"Ndufaf7","OK","negbinomial.size",0.00424506070451783,0.0223328005547515,"Ndufaf7",159
"Pja2","OK","negbinomial.size",0.00587348401036692,0.0295007488406004,"Pja2",329
"Cyp1b1","OK","negbinomial.size",2.26561280500687e-07,3.00146099755742e-06,"Cyp1b1",112
"Vapa","OK","negbinomial.size",0.0105678709211756,0.0472463623033914,"Vapa",410
"Srsf7","OK","negbinomial.size",0.000100613031525701,0.000850480306051758,"Srsf7",406
"Fam21","OK","negbinomial.size",0.0088729455985293,0.0411266408999087,"Fam21",287
"Lhcgr","OK","negbinomial.size",5.45712868967725e-10,1.00328435909926e-08,"Lhcgr",25
"Nrxn1","OK","negbinomial.size",2.57551108285844e-07,3.37654322006348e-06,"Nrxn1",19
"Eci1","OK","negbinomial.size",0.00138832590793336,0.00861267405354426,"Eci1",220
"Rhoq","OK","negbinomial.size",0.000765362604040901,0.0051317135365039,"Rhoq",193
"Msh2","OK","negbinomial.size",0.00607406169995706,0.0303630860720802,"Msh2",263
"C3","OK","negbinomial.size",2.42934766387174e-16,8.34848303453687e-15,"C3",11
"Hn1l","OK","negbinomial.size",1.82367254688054e-06,2.0852364606761e-05,"Hn1l",243
"Rgs11","OK","negbinomial.size",5.42298303558012e-95,4.02321541439626e-92,"Rgs11",130
"Itfg3","OK","negbinomial.size",1.41706988127052e-17,5.48223476766375e-16,"Itfg3",204
"Fkbp5","OK","negbinomial.size",1.42712692902274e-05,0.000140069453920893,"Fkbp5",293
"Slc25a46","OK","negbinomial.size",0.00613792528004687,0.0305974362181625,"Slc25a46",144
"Slc39a6","OK","negbinomial.size",0.000128951126886491,0.00106030942805403,"Slc39a6",170
"Mapre2","OK","negbinomial.size",0.00544657358587181,0.0276761426531085,"Mapre2",189
"Esco1","OK","negbinomial.size",0.00519231290605551,0.0265123280854948,"Esco1",216
"Tapbp","OK","negbinomial.size",3.15293668154349e-08,4.68372643434941e-07,"Tapbp",156
"Psmb8","OK","negbinomial.size",6.4057445468353e-13,1.62227410089732e-11,"Psmb8",11
"Psd2","OK","negbinomial.size",3.121952237905e-17,1.15466456376709e-15,"Psd2",16
"Gfra3","OK","negbinomial.size",1.64064753682047e-18,6.61081365315649e-17,"Gfra3",140
"Cdc23","OK","negbinomial.size",4.02475069548638e-05,0.000365187384196651,"Cdc23",299
"C2","OK","negbinomial.size",1.18753526118158e-07,1.62795594717631e-06,"C2",31
"Zfp521","OK","negbinomial.size",0.00141688136865025,0.00876395675400538,"Zfp521",194
"Lama3","OK","negbinomial.size",0.000507858140125022,0.00359030653769999,"Lama3",14
"Ndfip1","OK","negbinomial.size",1.5347360111406e-05,0.000149699076353483,"Ndfip1",322
"Hdac3","OK","negbinomial.size",0.00250954660806252,0.0143474169632296,"Hdac3",232
"Trim26","OK","negbinomial.size",0.00775820731485107,0.0369790289701064,"Trim26",169
"Dcp2","OK","negbinomial.size",0.00815532129494348,0.0385368723011717,"Dcp2",255
"Hbegf","OK","negbinomial.size",1.065819139057e-05,0.000106938034859084,"Hbegf",44
"Dpysl3","OK","negbinomial.size",3.1465494286288e-14,8.97834420675711e-13,"Dpysl3",129
"Slmo1","OK","negbinomial.size",0.000464537161248562,0.00331940095051947,"Slmo1",30
"Sncaip","OK","negbinomial.size",5.33329883343844e-12,1.23873968484946e-10,"Sncaip",66
"Me2","OK","negbinomial.size",0.000298775503185719,0.00223895225560208,"Me2",279
"Sall3","OK","negbinomial.size",0.000736098607268414,0.00497517450957623,"Sall3",23
"Fech","OK","negbinomial.size",0.00226153322316875,0.0131439894058084,"Fech",146
"Pdgfrb","OK","negbinomial.size",2.68468981520407e-10,5.16935999226774e-09,"Pdgfrb",102
"Psat1","OK","negbinomial.size",0.000422659772941699,0.00305127936825455,"Psat1",170
"Cyb5a","OK","negbinomial.size",7.94922766720835e-20,3.58055926210113e-18,"Cyb5a",383
"Anxa1","OK","negbinomial.size",4.11238437048142e-26,2.99799951910472e-24,"Anxa1",60
"Incenp","OK","negbinomial.size",1.63950454912598e-08,2.50332098953715e-07,"Incenp",123
"Fth1","OK","negbinomial.size",2.57430871033027e-06,2.8778843453566e-05,"Fth1",420
"Osbp","OK","negbinomial.size",0.00975453688999374,0.0443011232468855,"Osbp",123
"Fam111a","OK","negbinomial.size",1.43904046255321e-07,1.95784016329246e-06,"Fam111a",86
"Gna14","OK","negbinomial.size",0.00693791523467507,0.0339158041034391,"Gna14",18
"Pcsk5","OK","negbinomial.size",9.57474376891648e-08,1.32098410070843e-06,"Pcsk5",161
"Ddb1","OK","negbinomial.size",0.000110152395670186,0.000917364740589187,"Ddb1",382
"Fen1","OK","negbinomial.size",7.97256202644323e-11,1.60622926960866e-09,"Fen1",134
"Aldh1a7","OK","negbinomial.size",8.03517888628969e-24,5.01681564920226e-22,"Aldh1a7",28
"Tmem2","OK","negbinomial.size",0.00018043921243243,0.0014366788808067,"Tmem2",217
"Atl3","OK","negbinomial.size",0.00843156479665172,0.0395018184306729,"Atl3",178
"Gpha2","OK","negbinomial.size",0.00484415965461358,0.0250182397886923,"Gpha2",23
"Cdca5","OK","negbinomial.size",6.25893730104558e-19,2.63125724135956e-17,"Cdca5",66
"Kif20b","OK","negbinomial.size",8.3530008080551e-13,2.08197719745437e-11,"Kif20b",130
"Il33","OK","negbinomial.size",6.514470809095e-07,7.97674814022389e-06,"Il33",27
"Tnks2","OK","negbinomial.size",0.00709673426302864,0.034476366288667,"Tnks2",368
"Gldc","OK","negbinomial.size",1.15702448677184e-06,1.36415334506732e-05,"Gldc",17
"Pola2","OK","negbinomial.size",0.0033710812627232,0.0184531583704275,"Pola2",96
"Dmrt1","OK","negbinomial.size",6.64197521949579e-07,8.10141116714516e-06,"Dmrt1",20
"Eif1ad","OK","negbinomial.size",0.00960199124947616,0.0436869818320322,"Eif1ad",169
"Sf3b2","OK","negbinomial.size",0.000358115988623588,0.00262438050466048,"Sf3b2",401
"Aldh3b1","OK","negbinomial.size",1.03620090690778e-59,3.26714145948024e-57,"Aldh3b1",86
"Slc29a2","OK","negbinomial.size",0.00631415269489751,0.0313643535990734,"Slc29a2",46
"Papss2","OK","negbinomial.size",1.89032803654777e-13,5.00857504137405e-12,"Papss2",32
"Cpt1a","OK","negbinomial.size",5.07228644707766e-13,1.3002373307021e-11,"Cpt1a",156
"Ltbp3","OK","negbinomial.size",1.07553501263491e-06,1.27847762293605e-05,"Ltbp3",175
"Prdx5","OK","negbinomial.size",0.000269682725601491,0.00205388800439976,"Prdx5",325
"Bad","OK","negbinomial.size",0.000720228672631098,0.0048862420759674,"Bad",262
"Stip1","OK","negbinomial.size",5.97369008704405e-07,7.35743939236324e-06,"Stip1",325
"Smc3","OK","negbinomial.size",0.00379970355333003,0.0204009626286072,"Smc3",371
"Pdcd4","OK","negbinomial.size",1.79215419479493e-06,2.05105705124806e-05,"Pdcd4",421
"Tcf7l2","OK","negbinomial.size",0.00427115066504948,0.0224355485995852,"Tcf7l2",395
"Cep55","OK","negbinomial.size",6.20068400987944e-22,3.27375780659839e-20,"Cep55",75
"Eif3a","OK","negbinomial.size",0.00235250216348549,0.0135879297192841,"Eif3a",408
"Prdx3","OK","negbinomial.size",3.48384959773677e-21,1.75053032377116e-19,"Prdx3",351
"Hells","OK","negbinomial.size",0.000128104914372566,0.00105529665582417,"Hells",276
